Age,Gender,Employment_Status,Work_Hours_Per_Week,Screen_Time_Hours,Sleep_Hours,Sleep_Quality,Physical_Activity_Hours,Meditation_Minutes,Coffee_Cups_Per_Day,Stress_Level,Chronic_Stress,Burnout_Risk,Occupation,Education_Level
35.0,Male,Unemployed,70,12.7,7.5,Good,0.3,4.0,8,High,Yes,High,Sales Executive,Bachelor
63.0,Female,Student,48,2.2,6.3,Average,1.2,54.0,8,Moderate,No,Moderate,Teacher,PhD
58.0,Other,Unemployed,32,4.9,6.8,Average,1.2,1.0,4,Low,No,Moderate,Researcher,Master
42.0,Other,Unemployed,36,13.3,8.4,Good,4.1,54.0,4,Low,No,Low,Civil Engineer,Master
29.0,Male,Employed,69,10.8,6.6,Average,9.0,41.0,3,Moderate,No,Moderate,Lawyer,Bachelor
19.0,Female,Unemployed,51,9.5,8.4,Good,6.1,15.0,4,Moderate,No,Moderate,Doctor,High School
49.0,Female,Employed,34,3.6,9.6,Excellent,7.4,35.0,8,Low,No,Low,Data Scientist,High School
29.0,Other,Self-Employed,50,5.0,4.3,Poor,8.6,30.0,0,Low,No,Low,Accountant,Master
27.0,Female,Self-Employed,65,7.2,7.6,Good,6.1,0.0,6,High,Yes,High,Police Officer,Master
32.0,Female,Unemployed,64,13.5,9.9,Excellent,3.8,7.0,2,Moderate,No,Moderate,Sales Executive,High School
44.0,Other,Self-Employed,23,12.0,8.6,Good,0.1,51.0,8,Moderate,No,Moderate,Chef,Diploma
29.0,Female,Unemployed,51,9.5,5.7,Average,5.8,43.0,8,High,Yes,High,Accountant,Master
32.0,Female,Self-Employed,60,5.3,4.6,Poor,5.0,32.0,0,Moderate,No,Moderate,Police Officer,Bachelor
59.0,Other,Student,51,5.5,6.8,Average,9.4,17.0,4,Moderate,No,Moderate,Nurse,Bachelor
37.0,Female,Self-Employed,64,10.4,8.5,Good,1.2,11.0,8,High,Yes,High,Chef,High School
42.0,Other,Unemployed,52,10.4,4.2,Poor,8.1,27.0,4,Moderate,No,High,Chef,Diploma
44.0,Other,Unemployed,37,10.3,7.4,Good,5.0,18.0,6,Moderate,No,Moderate,Designer,Diploma
31.0,Male,Unemployed,60,2.2,7.5,Good,5.1,56.0,2,Low,No,Low,Data Scientist,PhD
62.0,Other,Employed,25,4.7,8.0,Good,3.5,18.0,7,Moderate,No,Moderate,Software Engineer,Master
30.0,Female,Self-Employed,60,11.3,9.6,Excellent,7.0,44.0,0,Low,No,Low,Teacher,PhD
47.0,Male,Self-Employed,58,2.5,7.7,Good,1.6,56.0,8,Low,No,Low,Nurse,High School
23.0,Female,Self-Employed,40,13.5,6.2,Average,0.9,11.0,5,High,Yes,High,Marketing Manager,High School
63.0,Female,Student,36,12.8,9.6,Excellent,2.1,11.0,1,Low,No,Low,Civil Engineer,Bachelor
39.0,Male,Unemployed,40,2.3,4.4,Poor,2.2,58.0,5,Low,No,Low,Marketing Manager,PhD
57.0,Other,Unemployed,36,2.3,9.8,Excellent,5.0,45.0,2,Low,No,Low,Nurse,Diploma
49.0,Other,Employed,28,12.9,8.5,Good,5.0,47.0,6,Moderate,No,Low,Nurse,PhD
63.0,Other,Student,29,13.8,4.8,Poor,2.4,60.0,3,Moderate,No,Moderate,Software Engineer,Master
24.0,Female,Unemployed,59,8.4,7.2,Good,5.4,4.0,8,High,No,Moderate,Police Officer,High School
26.0,Female,Unemployed,52,6.1,5.3,Average,7.5,10.0,2,Moderate,No,Moderate,Student,Diploma
40.0,Female,Unemployed,42,5.0,5.1,Average,2.2,37.0,4,Low,No,Low,HR Specialist,High School
25.0,Other,Unemployed,65,7.1,6.1,Average,0.0,45.0,3,Moderate,No,Moderate,Business Owner,High School
61.0,Other,Unemployed,55,4.1,8.4,Good,8.6,32.0,0,Low,No,Low,Software Engineer,Bachelor
21.0,Other,Employed,40,11.5,4.1,Poor,0.9,0.0,8,High,Yes,High,Police Officer,PhD
28.0,Female,Unemployed,34,3.2,4.2,Poor,4.8,34.0,6,Low,No,Moderate,Pilot,High School
50.0,Female,Unemployed,27,3.3,7.5,Good,1.0,28.0,3,Low,No,Low,Teacher,High School
54.0,Other,Unemployed,39,12.3,4.4,Poor,9.8,42.0,5,Moderate,No,Moderate,Business Owner,PhD
32.0,Female,Unemployed,41,6.5,5.6,Average,7.5,5.0,8,Moderate,No,Moderate,Lawyer,High School
25.0,Other,Self-Employed,27,10.5,7.6,Good,6.2,46.0,1,Low,No,Low,Farmer,PhD
18.0,Other,Student,46,4.2,4.0,Poor,2.5,10.0,6,Moderate,No,Low,Chef,PhD
33.0,Female,Employed,36,4.5,7.6,Good,5.3,38.0,4,Low,No,Low,Pilot,High School
28.0,Female,Employed,41,8.8,6.1,Average,5.6,36.0,0,Low,No,Low,HR Specialist,High School
19.0,Other,Unemployed,64,4.3,5.6,Average,3.6,34.0,6,High,Yes,High,Data Scientist,Diploma
56.0,Female,Unemployed,67,13.6,4.7,Poor,4.2,15.0,8,High,Yes,High,Designer,High School
45.0,Other,Employed,46,4.2,6.7,Average,3.2,5.0,8,Moderate,No,Moderate,Teacher,Bachelor
37.0,Female,Self-Employed,35,9.4,6.5,Average,5.5,52.0,3,Low,No,Low,Student,Diploma
55.0,Female,Student,68,7.3,5.7,Average,0.6,30.0,0,High,Yes,High,Civil Engineer,Bachelor
47.0,Other,Self-Employed,33,3.2,4.4,Poor,1.3,27.0,2,Moderate,No,Moderate,Accountant,Master
37.0,Male,Self-Employed,24,10.4,4.7,Poor,3.4,18.0,2,Low,No,Low,Business Owner,High School
51.0,Female,Unemployed,65,3.9,7.7,Good,0.5,8.0,8,Moderate,No,Moderate,Doctor,Master
30.0,Other,Student,57,13.9,8.3,Good,9.0,17.0,7,Moderate,No,High,HR Specialist,High School
48.0,Other,Self-Employed,59,4.5,9.9,Excellent,7.2,11.0,2,Low,No,Low,Nurse,Master
38.0,Male,Student,66,7.7,7.5,Good,0.6,51.0,1,Moderate,No,Low,Accountant,Master
42.0,Female,Student,58,10.2,7.3,Good,3.6,30.0,8,Moderate,No,Moderate,Civil Engineer,Bachelor
43.0,Female,Self-Employed,26,11.2,7.3,Good,2.6,15.0,4,Moderate,No,Moderate,Designer,PhD
63.0,Female,Self-Employed,62,5.6,8.7,Good,8.0,34.0,4,Low,No,Low,Marketing Manager,PhD
30.0,Other,Employed,62,11.2,8.7,Good,4.0,60.0,5,Moderate,No,Moderate,Marketing Manager,Diploma
47.0,Other,Employed,30,6.1,7.4,Good,0.5,30.0,1,Low,No,Moderate,Sales Executive,PhD
39.0,Male,Student,36,13.6,8.1,Good,4.1,29.0,6,Moderate,No,Moderate,Teacher,Master
35.0,Other,Employed,36,4.9,4.4,Poor,3.8,13.0,5,Low,No,Low,Business Owner,Bachelor
33.0,Male,Employed,61,10.5,8.2,Good,9.2,9.0,4,Moderate,No,High,Chef,PhD
19.0,Other,Unemployed,38,4.2,8.1,Good,5.8,26.0,0,Low,No,Low,Freelancer,Master
32.0,Female,Self-Employed,33,8.2,5.7,Average,6.3,17.0,4,Low,No,Low,Student,Master
36.0,Female,Employed,29,5.4,6.8,Average,9.9,32.0,2,Low,No,Low,Researcher,PhD
31.0,Other,Student,21,8.0,7.9,Good,4.6,10.0,0,Low,No,Low,Nurse,Bachelor
55.0,Male,Self-Employed,38,8.3,9.3,Excellent,5.6,28.0,4,Low,No,Low,Freelancer,High School
30.0,Female,Student,63,7.7,7.1,Good,0.1,44.0,0,Moderate,No,Moderate,Chef,High School
39.0,Male,Unemployed,46,3.2,7.3,Good,2.1,28.0,1,Moderate,No,Low,Business Owner,Bachelor
58.0,Male,Self-Employed,25,13.1,4.7,Poor,0.3,42.0,1,Low,No,Low,Designer,Diploma
24.0,Other,Student,36,8.5,4.4,Poor,3.2,44.0,0,Moderate,No,Moderate,Lawyer,Diploma
61.0,Female,Student,62,7.2,8.9,Good,2.9,25.0,0,Low,No,Moderate,Accountant,Master
55.0,Female,Employed,32,14.0,4.1,Poor,9.5,46.0,8,Moderate,No,Moderate,Teacher,PhD
56.0,Male,Self-Employed,51,6.8,5.4,Average,6.3,10.0,6,High,Yes,High,HR Specialist,Master
45.0,Female,Student,30,8.6,4.9,Poor,1.2,32.0,5,Moderate,No,Low,Data Scientist,Diploma
59.0,Other,Self-Employed,62,13.5,5.0,Average,1.6,43.0,4,High,Yes,High,Marketing Manager,PhD
62.0,Female,Self-Employed,39,3.9,6.1,Average,2.6,8.0,4,Low,No,Low,Accountant,High School
35.0,Male,Unemployed,70,9.7,9.0,Excellent,5.0,0.0,6,High,Yes,High,Teacher,High School
31.0,Female,Employed,67,11.4,8.3,Good,5.9,18.0,4,High,Yes,High,Chef,High School
28.0,Female,Self-Employed,65,3.8,9.2,Excellent,2.5,28.0,0,Moderate,No,Low,Lawyer,Master
37.0,Female,Student,51,12.8,8.2,Good,6.3,33.0,3,Moderate,No,Moderate,Freelancer,PhD
19.0,Male,Employed,43,11.9,5.1,Average,2.7,6.0,1,Moderate,No,High,Designer,High School
26.0,Female,Employed,64,8.5,9.3,Excellent,6.6,54.0,0,Low,No,Moderate,Teacher,PhD
48.0,Male,Unemployed,57,6.2,9.0,Excellent,0.6,34.0,2,Moderate,No,Moderate,Civil Engineer,PhD
28.0,Other,Unemployed,63,4.0,4.9,Poor,3.4,60.0,2,Moderate,No,Low,Police Officer,Diploma
47.0,Female,Self-Employed,64,6.7,6.1,Average,9.2,60.0,7,Moderate,No,High,Nurse,PhD
54.0,Male,Employed,68,13.0,6.0,Average,8.3,0.0,1,High,Yes,High,Police Officer,Master
49.0,Other,Employed,52,4.8,4.3,Poor,0.9,12.0,4,Moderate,No,High,Teacher,Diploma
64.0,Other,Self-Employed,55,11.2,9.6,Excellent,3.9,36.0,0,Moderate,No,Moderate,Doctor,Master
49.0,Other,Employed,25,6.9,5.1,Average,9.4,57.0,8,Low,No,Low,Freelancer,High School
50.0,Female,Employed,52,12.7,9.3,Excellent,2.5,46.0,2,Moderate,No,Low,Sales Executive,Master
45.0,Other,Student,58,9.4,6.9,Average,7.5,3.0,5,High,Yes,Moderate,Farmer,Diploma
18.0,Other,Unemployed,41,5.1,8.7,Good,0.9,36.0,4,Low,No,Low,Marketing Manager,PhD
60.0,Other,Employed,65,3.9,5.5,Average,8.1,42.0,2,Moderate,No,Moderate,Teacher,Diploma
27.0,Male,Unemployed,48,6.9,7.4,Good,3.2,5.0,2,Low,No,Low,Civil Engineer,Master
31.0,Female,Self-Employed,31,13.3,8.1,Good,6.0,58.0,5,Moderate,No,Moderate,HR Specialist,Bachelor
23.0,Other,Unemployed,54,8.5,7.7,Good,7.4,22.0,0,Low,No,Low,HR Specialist,PhD
22.0,Female,Student,53,9.3,6.0,Average,5.4,38.0,5,High,No,High,Chef,Master
50.0,Other,Unemployed,60,11.2,4.5,Poor,4.5,30.0,7,Moderate,No,High,HR Specialist,Bachelor
47.0,Other,Student,50,3.0,6.2,Average,4.5,58.0,6,Moderate,No,Moderate,HR Specialist,High School
33.0,Male,Student,39,12.3,6.4,Average,5.6,12.0,8,Moderate,No,Moderate,Marketing Manager,Master
38.0,Male,Unemployed,21,8.4,4.2,Poor,0.2,54.0,3,Low,No,Low,Police Officer,PhD
44.0,Female,Self-Employed,25,12.5,4.4,Poor,1.5,52.0,5,Moderate,No,High,Lawyer,PhD
30.0,Male,Student,48,12.9,7.0,Poor,4.6,30.0,3,High,Yes,High,Software Engineer,High School
32.0,Female,Employed,60,13.6,5.7,Average,0.3,48.0,4,High,Yes,High,Police Officer,Master
20.0,Male,Unemployed,42,2.8,6.2,Average,6.6,1.0,1,Low,No,Low,HR Specialist,PhD
36.0,Female,Student,24,9.7,4.9,Poor,0.0,2.0,7,Moderate,No,High,Chef,PhD
49.0,Other,Student,55,4.1,7.2,Good,4.3,19.0,6,Moderate,No,Moderate,Researcher,Diploma
56.0,Other,Unemployed,20,10.2,6.8,Average,8.3,16.0,3,Low,No,Low,Freelancer,Diploma
61.0,Female,Employed,54,10.8,6.1,Average,1.6,53.0,6,Moderate,No,Moderate,Lawyer,Master
34.0,Female,Employed,40,12.7,8.8,Good,7.4,57.0,0,Low,No,Low,Researcher,High School
55.0,Other,Unemployed,53,13.5,4.3,Poor,9.2,56.0,6,Moderate,No,Moderate,Marketing Manager,High School
55.0,Male,Student,43,11.9,5.3,Average,1.3,26.0,2,Moderate,No,Moderate,Police Officer,Bachelor
32.0,Other,Unemployed,36,4.9,4.7,Poor,0.5,37.0,6,Moderate,No,Moderate,Business Owner,Master
63.0,Female,Employed,39,11.5,9.9,Excellent,5.0,40.0,1,Low,No,Low,Pilot,Bachelor
30.0,Female,Student,21,3.2,6.8,Average,3.2,5.0,5,Low,No,Low,Business Owner,Master
22.0,Female,Employed,25,7.0,9.4,Excellent,7.3,56.0,6,Low,No,Low,Farmer,Master
27.0,Female,Self-Employed,20,5.0,7.5,Good,6.9,42.0,7,Low,No,Low,Lawyer,High School
31.0,Male,Student,45,2.8,5.7,Average,2.1,52.0,7,Moderate,No,Moderate,Lawyer,High School
46.0,Male,Employed,61,13.2,5.4,Average,8.5,1.0,6,High,Yes,High,Chef,Master
36.0,Other,Employed,36,10.0,8.6,Good,7.3,22.0,4,Low,No,Low,Software Engineer,Master
46.0,Other,Self-Employed,57,7.9,8.3,Good,0.4,28.0,0,Moderate,No,Moderate,HR Specialist,Bachelor
32.0,Female,Self-Employed,39,8.2,4.8,Poor,9.9,26.0,3,Low,No,Low,Data Scientist,Diploma
25.0,Male,Unemployed,41,11.5,6.9,Average,1.4,11.0,2,Low,No,Low,Software Engineer,Bachelor
20.0,Male,Unemployed,44,9.7,5.2,Average,4.2,17.0,8,High,Yes,High,Nurse,Bachelor
49.0,Female,Self-Employed,52,9.9,5.3,Average,6.5,33.0,6,Moderate,No,Moderate,Police Officer,Bachelor
40.0,Other,Student,22,6.5,5.6,Average,9.4,27.0,5,Low,No,Low,Chef,High School
41.0,Female,Employed,47,6.0,7.6,Good,8.5,6.0,3,Moderate,No,Low,Chef,Diploma
32.0,Female,Unemployed,57,4.5,9.1,Excellent,7.3,49.0,2,Low,No,Low,Nurse,Bachelor
34.0,Female,Unemployed,20,3.0,5.2,Average,4.6,34.0,4,Low,No,Low,Business Owner,PhD
35.0,Male,Self-Employed,40,12.2,7.2,Good,6.6,7.0,6,Moderate,No,Moderate,Doctor,PhD
65.0,Male,Employed,27,9.8,7.4,Good,0.4,19.0,6,Moderate,No,High,Business Owner,Bachelor
45.0,Female,Employed,48,5.9,9.0,Excellent,6.0,13.0,6,Low,No,Moderate,Teacher,Bachelor
22.0,Male,Self-Employed,58,11.1,4.2,Poor,8.9,13.0,7,High,Yes,Moderate,Lawyer,Diploma
57.0,Other,Self-Employed,67,7.2,9.8,Excellent,8.0,36.0,4,Low,No,Low,Police Officer,Bachelor
39.0,Male,Employed,59,3.5,9.6,Excellent,5.7,13.0,8,Moderate,No,High,Designer,High School
53.0,Female,Student,70,2.5,9.7,Excellent,1.2,9.0,5,Moderate,No,Moderate,Pilot,PhD
36.0,Male,Unemployed,56,12.8,9.8,Excellent,5.5,11.0,3,Moderate,No,Moderate,Teacher,Diploma
55.0,Other,Employed,48,5.9,5.4,Average,0.1,18.0,0,Moderate,No,Low,Lawyer,PhD
27.0,Female,Employed,65,5.0,8.1,Good,6.9,60.0,6,Low,No,Low,Sales Executive,High School
25.0,Other,Self-Employed,70,13.2,8.8,Good,5.8,10.0,8,High,Yes,High,Software Engineer,Master
61.0,Female,Employed,68,2.1,7.7,Good,3.1,7.0,4,Moderate,No,Moderate,Business Owner,PhD
55.0,Male,Student,24,2.1,6.2,Average,6.0,5.0,7,Low,No,Low,Designer,High School
45.0,Other,Unemployed,54,10.3,9.0,Excellent,6.1,5.0,7,Moderate,No,Moderate,HR Specialist,High School
27.0,Female,Student,50,12.1,4.6,Poor,4.1,10.0,2,High,Yes,High,Accountant,Diploma
48.0,Other,Student,21,7.3,5.3,Average,8.9,53.0,2,Low,No,Low,Marketing Manager,Diploma
65.0,Female,Employed,32,12.3,7.3,Good,3.3,54.0,1,Low,No,Low,Software Engineer,Diploma
32.0,Other,Employed,48,7.0,8.0,Good,7.3,41.0,3,Low,No,Low,Chef,High School
41.0,Other,Self-Employed,61,11.3,9.8,Excellent,8.5,16.0,3,Moderate,No,Moderate,Teacher,PhD
52.0,Other,Employed,33,10.9,6.2,Average,8.6,49.0,3,Low,No,Low,Police Officer,PhD
22.0,Other,Student,66,12.3,8.4,Good,2.2,7.0,6,High,Yes,High,Student,High School
52.0,Female,Self-Employed,22,4.4,8.0,Good,1.3,36.0,8,Low,No,Low,Accountant,Diploma
32.0,Female,Employed,60,12.5,5.1,Average,3.0,8.0,6,High,Yes,High,Pilot,High School
41.0,Other,Self-Employed,67,4.6,5.1,Average,2.3,18.0,5,High,Yes,High,Business Owner,High School
24.0,Other,Student,20,13.7,7.9,Good,4.9,23.0,2,Low,No,Low,Sales Executive,PhD
50.0,Male,Student,49,12.6,5.4,Average,6.5,37.0,0,Moderate,No,Moderate,Pilot,Diploma
52.0,Female,Employed,29,2.7,5.3,Average,7.5,30.0,2,Low,No,Low,Teacher,Diploma
24.0,Other,Student,25,8.2,8.1,Good,2.5,42.0,7,Low,No,Low,Marketing Manager,PhD
32.0,Male,Employed,69,11.1,4.4,Poor,3.2,22.0,4,High,Yes,High,Marketing Manager,Master
58.0,Female,Student,31,5.3,7.1,Good,7.7,28.0,6,Low,No,Low,Nurse,Bachelor
36.0,Female,Student,41,2.2,7.6,Good,5.3,51.0,8,Low,No,Low,Teacher,Master
49.0,Male,Unemployed,22,8.1,5.5,Average,1.7,53.0,0,Low,No,Low,Lawyer,High School
36.0,Male,Unemployed,54,12.7,9.7,Excellent,6.0,41.0,0,Low,No,Low,Student,Diploma
22.0,Female,Employed,34,10.8,6.0,Average,9.7,28.0,7,Moderate,No,Moderate,Police Officer,Master
31.0,Other,Student,33,12.4,6.9,Average,6.6,23.0,1,Low,No,Low,Pilot,PhD
37.0,Female,Student,63,10.0,6.7,Average,2.6,48.0,3,Moderate,No,High,Data Scientist,High School
45.0,Male,Employed,45,11.6,6.9,Average,0.1,50.0,0,Moderate,No,Moderate,Civil Engineer,Master
48.0,Other,Unemployed,46,7.1,5.0,Average,7.1,26.0,0,Low,No,Low,Farmer,PhD
43.0,Female,Unemployed,54,4.4,9.4,Excellent,8.1,12.0,8,Low,No,Low,Civil Engineer,Bachelor
38.0,Other,Unemployed,40,2.6,8.9,Good,3.0,9.0,6,Moderate,No,Low,Marketing Manager,High School
25.0,Other,Unemployed,44,2.6,6.8,Average,9.4,2.0,3,Low,No,Low,Software Engineer,High School
63.0,Female,Student,61,5.0,5.5,Average,8.2,36.0,6,Moderate,No,Moderate,Nurse,Diploma
56.0,Other,Unemployed,29,10.0,9.8,Excellent,0.6,46.0,4,Low,No,Low,Student,Diploma
65.0,Other,Employed,36,7.9,4.4,Poor,3.0,3.0,6,Moderate,No,High,Pilot,PhD
20.0,Female,Self-Employed,64,4.5,8.2,Good,8.3,21.0,7,Moderate,No,High,Pilot,Master
37.0,Other,Self-Employed,20,12.5,8.9,Good,0.3,44.0,8,Low,No,Low,Nurse,High School
43.0,Female,Employed,60,12.6,4.5,Poor,2.5,30.0,1,High,No,High,Police Officer,Diploma
58.0,Other,Self-Employed,27,7.9,9.9,Excellent,8.6,9.0,7,Low,No,Low,Teacher,High School
55.0,Male,Employed,40,4.6,5.5,Average,7.9,2.0,0,Low,No,Low,Doctor,Diploma
41.4,Male,Unemployed,27,2.5,8.3,Good,3.8,55.0,6,Low,No,Low,Data Scientist,Bachelor
62.0,Other,Student,45,10.2,7.0,Average,4.7,35.0,3,Low,No,Low,Data Scientist,Diploma
38.0,Other,Student,54,9.2,5.9,Average,5.2,21.0,0,Moderate,No,Moderate,HR Specialist,Bachelor
42.0,Other,Self-Employed,63,13.7,4.3,Poor,6.4,6.0,2,High,Yes,High,Teacher,PhD
47.0,Female,Unemployed,54,11.3,6.1,Average,3.1,45.0,1,Moderate,No,Moderate,Researcher,Diploma
29.0,Male,Student,39,11.0,7.9,Good,6.5,32.0,6,Moderate,No,Low,Lawyer,High School
24.0,Other,Unemployed,39,4.1,5.0,Average,0.4,40.0,4,Low,No,Low,Civil Engineer,High School
20.0,Male,Self-Employed,53,12.5,9.5,Excellent,9.8,34.0,6,Moderate,No,Moderate,Freelancer,High School
60.0,Other,Student,52,11.4,6.3,Average,4.7,3.0,3,High,Yes,High,Farmer,Master
58.0,Male,Unemployed,65,11.9,5.8,Average,6.7,43.0,7,High,Yes,High,Student,PhD
19.0,Female,Unemployed,43,9.4,4.2,Poor,7.2,26.0,1,Moderate,No,Low,Chef,Diploma
35.0,Female,Self-Employed,26,10.1,7.0,Poor,2.9,44.0,1,Low,No,Low,Teacher,Bachelor
31.0,Other,Employed,44,11.4,6.9,Average,7.9,38.0,2,Low,No,Low,Police Officer,PhD
63.0,Other,Unemployed,38,12.1,7.6,Good,6.6,53.0,0,Low,No,Low,Pilot,Master
50.0,Female,Unemployed,44,9.4,6.8,Average,3.5,25.0,8,Moderate,No,Moderate,Doctor,High School
44.0,Other,Employed,28,6.8,5.2,Average,4.9,1.0,1,Low,No,Low,Lawyer,High School
44.0,Male,Self-Employed,23,2.7,8.9,Good,3.4,2.0,0,Low,No,Low,Pilot,Bachelor
33.0,Male,Student,54,13.7,4.6,Poor,7.5,25.0,8,High,Yes,High,Researcher,Master
42.0,Male,Employed,44,12.2,5.3,Average,3.9,40.0,4,Moderate,No,Low,Doctor,Bachelor
40.0,Female,Student,23,7.9,5.8,Average,3.7,32.0,1,Low,No,Low,Doctor,Master
62.0,Male,Student,70,6.7,6.6,Average,8.7,19.0,2,Moderate,No,Moderate,Designer,High School
37.0,Female,Self-Employed,24,10.6,7.3,Good,3.4,27.0,7,Moderate,No,Low,Chef,Bachelor
36.0,Other,Unemployed,64,12.9,6.8,Average,3.8,37.0,1,Moderate,No,Moderate,Designer,PhD
36.0,Female,Employed,44,4.2,7.5,Good,8.1,55.0,6,Low,No,Low,Student,High School
29.0,Female,Student,50,7.4,4.3,Poor,5.6,39.0,5,Moderate,No,High,Student,PhD
61.0,Male,Unemployed,42,6.0,8.1,Good,9.1,35.0,5,Low,No,Low,Teacher,High School
37.0,Female,Student,20,13.2,7.0,Excellent,7.2,46.0,1,Low,No,Low,Teacher,High School
27.0,Male,Self-Employed,45,9.3,9.9,Excellent,8.1,38.0,1,Low,No,Low,Marketing Manager,Master
33.0,Male,Unemployed,51,5.5,7.4,Good,5.5,57.0,6,Moderate,No,Moderate,Researcher,High School
42.0,Male,Student,35,9.4,9.9,Excellent,5.8,11.0,7,Low,No,Low,Civil Engineer,Diploma
64.0,Male,Employed,37,3.1,7.6,Good,3.4,32.0,2,Low,No,Low,Sales Executive,PhD
53.0,Female,Unemployed,30,6.0,5.6,Average,5.1,59.0,8,Low,No,Low,Researcher,Master
40.0,Other,Employed,44,11.8,6.9,Average,7.0,17.0,8,High,Yes,High,Accountant,Diploma
22.0,Other,Student,48,8.3,4.7,Poor,9.4,0.0,3,Moderate,No,Low,Teacher,PhD
64.0,Male,Student,67,9.4,8.3,Good,5.8,47.0,1,Low,No,Low,Chef,Diploma
21.0,Male,Student,21,8.6,5.0,Average,5.3,0.0,1,Moderate,No,Moderate,HR Specialist,High School
23.0,Male,Unemployed,49,13.3,6.7,Average,0.7,58.0,3,High,Yes,High,Business Owner,Diploma
41.0,Male,Student,39,3.5,5.9,Average,9.5,14.0,4,Moderate,No,Moderate,Sales Executive,PhD
41.0,Female,Employed,20,7.4,6.7,Average,8.9,42.0,5,Low,No,Low,Software Engineer,PhD
25.0,Other,Employed,50,12.1,4.8,Poor,5.2,51.0,1,Moderate,No,High,Student,PhD
57.0,Male,Unemployed,37,10.3,5.6,Average,3.4,38.0,2,Moderate,No,Low,Freelancer,High School
25.0,Other,Self-Employed,21,6.2,8.1,Good,7.7,30.0,8,Low,No,Low,Teacher,Master
30.0,Male,Unemployed,27,8.6,6.1,Average,4.2,31.0,7,Low,No,Low,Accountant,Bachelor
44.0,Female,Employed,33,7.2,4.1,Poor,9.4,31.0,5,Low,No,Low,Researcher,Diploma
19.0,Male,Employed,54,2.2,5.1,Average,7.3,46.0,5,Low,No,Low,Pilot,Master
33.0,Other,Student,54,10.9,7.6,Good,0.3,30.0,0,Moderate,No,Moderate,Student,Bachelor
38.0,Female,Unemployed,31,12.5,4.0,Poor,2.2,9.0,2,High,No,High,Sales Executive,Diploma
51.0,Male,Unemployed,44,4.6,8.2,Good,1.4,57.0,7,Low,No,Low,Business Owner,PhD
32.0,Male,Self-Employed,45,4.8,7.0,Average,8.1,9.0,3,Moderate,No,Moderate,Sales Executive,High School
49.0,Other,Unemployed,44,7.0,4.6,Poor,3.5,52.0,0,Low,No,Low,Farmer,High School
26.0,Male,Unemployed,59,12.9,4.2,Poor,4.9,50.0,1,High,Yes,High,Pilot,Bachelor
56.0,Female,Self-Employed,62,5.8,6.2,Average,2.7,54.0,7,Moderate,No,Moderate,Student,High School
19.0,Other,Unemployed,37,3.8,7.6,Good,1.7,6.0,2,Low,No,Low,Researcher,High School
25.0,Other,Employed,49,3.2,8.3,Good,2.3,31.0,8,Moderate,No,Moderate,Sales Executive,Master
54.0,Female,Student,23,7.9,6.5,Average,2.9,35.0,8,Moderate,No,Low,Data Scientist,Bachelor
54.0,Other,Self-Employed,47,8.2,7.3,Good,2.0,21.0,5,Moderate,No,Moderate,Nurse,Bachelor
51.0,Male,Employed,60,3.5,6.2,Average,4.9,3.0,5,Moderate,No,Moderate,HR Specialist,High School
51.0,Male,Student,39,2.2,5.1,Average,6.3,13.0,3,Low,No,Low,HR Specialist,Master
32.0,Male,Student,65,3.4,8.1,Good,0.5,7.0,8,High,Yes,High,Freelancer,Diploma
50.0,Other,Employed,58,12.8,5.9,Average,5.4,14.0,2,High,Yes,High,HR Specialist,Diploma
38.0,Male,Student,62,5.4,8.6,Good,9.4,33.0,0,Low,No,Low,Accountant,Bachelor
41.0,Female,Student,65,12.2,4.6,Poor,9.3,29.0,1,High,Yes,High,Teacher,Bachelor
58.0,Male,Student,50,9.1,7.9,Good,2.6,33.0,5,Moderate,No,Low,Civil Engineer,Bachelor
49.0,Male,Student,68,4.0,4.2,Poor,0.3,1.0,1,High,Yes,High,Designer,Bachelor
50.0,Female,Student,70,12.8,5.1,Average,4.9,49.0,4,High,Yes,High,HR Specialist,Diploma
54.0,Other,Unemployed,28,5.7,7.2,Good,4.5,38.0,5,Low,No,Low,Doctor,Diploma
57.0,Female,Self-Employed,62,7.8,9.3,Excellent,2.9,16.0,1,Low,No,Moderate,Sales Executive,Bachelor
64.0,Other,Student,31,13.3,7.3,Good,2.3,15.0,5,Moderate,No,Moderate,Student,Master
31.0,Male,Unemployed,38,13.4,7.1,Good,0.8,11.0,4,Moderate,No,Low,Police Officer,High School
41.0,Other,Unemployed,25,11.4,7.8,Good,7.9,9.0,3,Low,No,Moderate,Doctor,Master
38.0,Male,Student,41,2.3,4.1,Poor,2.7,0.0,0,Moderate,No,Moderate,HR Specialist,Bachelor
24.0,Other,Unemployed,48,9.0,4.5,Poor,9.1,44.0,7,Moderate,No,High,Software Engineer,PhD
53.0,Female,Unemployed,24,13.4,8.8,Good,8.7,21.0,5,Low,No,Low,Farmer,Bachelor
34.0,Other,Self-Employed,44,2.3,4.6,Poor,5.7,18.0,3,Moderate,No,Moderate,Student,Master
45.0,Other,Employed,60,4.7,7.0,Average,9.4,11.0,8,High,Yes,High,Researcher,High School
27.0,Female,Employed,20,12.3,5.0,Average,7.2,35.0,2,Low,No,Low,Chef,Bachelor
33.0,Female,Student,20,11.8,7.1,Good,7.2,35.0,7,Low,No,Low,Marketing Manager,Bachelor
