Age,Gender,Employment_Status,Work_Hours_Per_Week,Screen_Time_Hours,Sleep_Hours,Sleep_Quality,Physical_Activity_Hours,Meditation_Minutes,Coffee_Cups_Per_Day,Stress_Level,Chronic_Stress,Burnout_Risk
19.0,Female,Self-Employed,27,9.5,9.1,Excellent,6.1,29.0,0,Low,No,Low
55.0,Male,Employed,55,4.5,7.9,Good,0.5,11.0,1,Moderate,No,Moderate
46.0,Male,Unemployed,55,11.2,4.4,Poor,4.6,50.0,6,High,Yes,High
47.0,Other,Employed,26,6.8,4.0,Poor,7.1,11.0,3,Low,No,Low
26.0,Female,Unemployed,62,10.2,9.3,Excellent,7.3,19.0,7,Moderate,No,Moderate
49.0,Other,Employed,55,4.1,4.9,Poor,7.0,57.0,0,Low,No,Low
43.0,Male,Unemployed,52,5.3,6.9,Average,2.7,18.0,6,Moderate,No,Low
49.0,Other,Employed,37,5.9,5.9,Average,1.1,37.0,0,Low,No,Low
60.0,Female,Student,55,4.2,9.6,Excellent,4.2,40.0,1,Low,No,Low
42.0,Male,Self-Employed,36,12.9,5.3,Average,1.3,25.0,5,High,Yes,High
53.0,Male,Unemployed,60,11.9,4.3,Poor,0.3,32.0,1,Moderate,No,High
28.0,Male,Employed,22,2.7,8.7,Good,3.9,16.0,7,Low,No,Low
55.0,Female,Unemployed,51,5.5,9.4,Excellent,9.4,16.0,6,Low,No,Moderate
63.0,Male,Self-Employed,48,13.9,10.0,Excellent,6.5,30.0,0,Low,No,Moderate
29.0,Female,Student,37,2.6,9.5,Excellent,7.9,21.0,3,Low,No,Low
47.0,Male,Unemployed,59,5.4,10.0,Excellent,5.0,33.0,0,Low,No,Low
55.0,Other,Self-Employed,42,13.0,7.1,Good,9.6,,0,Moderate,No,Low
64.0,Female,Self-Employed,62,4.1,8.2,Good,6.8,57.0,2,Moderate,No,Low
57.0,Male,Student,50,9.0,7.3,Good,0.8,18.0,3,Moderate,No,Moderate
37.0,Other,Self-Employed,67,9.8,8.5,Good,9.8,52.0,6,Moderate,No,Low
25.0,Other,Student,56,3.0,4.0,Poor,0.2,7.0,3,Moderate,No,High
48.0,Female,Unemployed,34,6.4,4.2,Poor,2.9,3.0,6,Moderate,No,High
50.0,Male,Employed,22,6.6,4.7,Poor,1.9,22.0,2,Low,No,Low
39.0,Female,Student,25,2.5,7.5,Good,5.2,44.0,0,Low,No,Low
19.0,Male,Self-Employed,27,9.5,7.9,Good,4.7,21.0,6,Low,No,Low
20.0,Female,Self-Employed,39,6.9,9.6,Excellent,3.5,48.0,7,Low,No,Low
64.0,Male,Self-Employed,23,3.3,5.0,Average,2.8,46.0,5,Low,No,Low
60.0,Female,Unemployed,66,8.4,9.5,Excellent,6.1,11.0,8,High,Yes,High
34.0,Other,Self-Employed,50,8.1,7.1,Good,1.8,39.0,1,Moderate,No,Moderate
47.0,Male,Student,57,7.4,9.7,Excellent,,37.0,2,Low,No,Low
46.0,Other,Student,70,7.5,8.9,Good,2.2,26.0,4,Moderate,No,Moderate
27.0,Male,Employed,27,10.0,7.6,Good,4.3,48.0,2,Low,No,Low
32.0,Female,Student,36,3.9,8.4,Good,9.3,37.0,0,Low,No,Low
27.0,Female,Unemployed,61,11.0,8.9,Good,7.0,18.0,6,Moderate,No,Moderate
19.0,Female,Unemployed,25,3.5,9.5,Excellent,7.2,9.0,4,Low,No,Low
22.0,Other,Unemployed,58,4.4,6.3,Average,,22.0,4,Moderate,No,Moderate
60.0,Female,Self-Employed,51,10.9,7.2,Good,2.7,44.0,6,Moderate,No,High
40.0,Male,Student,20,13.8,8.8,Good,7.4,13.0,0,Low,No,Low
41.0,Female,Self-Employed,36,10.4,8.3,Good,4.1,57.0,1,Low,No,Low
36.0,Female,Unemployed,37,10.3,9.1,Excellent,0.7,26.0,8,Moderate,No,Moderate
26.0,Male,Self-Employed,69,4.1,6.2,Average,6.0,45.0,2,Moderate,No,Moderate
46.0,Female,Self-Employed,49,10.3,6.9,Average,2.7,33.0,4,Moderate,No,Low
59.0,Male,Self-Employed,33,13.3,5.6,Average,3.3,31.0,1,Moderate,No,Moderate
44.0,Female,Student,58,6.4,9.7,Excellent,1.9,45.0,8,Moderate,No,Moderate
37.0,Male,Employed,58,6.3,4.5,Poor,1.3,5.0,3,Moderate,No,Moderate
39.0,Female,Self-Employed,59,2.9,4.2,Poor,6.4,38.0,0,Moderate,No,Moderate
58.0,Male,Employed,66,3.2,4.9,Poor,8.6,42.0,4,Moderate,No,High
53.0,Other,Employed,47,5.2,6.5,Average,9.6,5.0,0,Low,No,Low
32.0,Female,Self-Employed,48,11.3,4.4,Poor,0.5,18.0,5,High,Yes,High
21.0,Female,Student,20,2.3,5.4,Average,5.9,51.0,2,Low,No,Low
42.0,Other,Unemployed,58,4.2,4.4,Poor,1.5,35.0,4,Moderate,No,Moderate
23.0,Male,Employed,25,12.7,6.9,Average,8.3,11.0,5,Moderate,No,Moderate
32.0,Female,Self-Employed,25,10.0,8.5,Good,9.0,26.0,2,Low,No,Low
28.0,Other,Student,46,5.5,8.9,Good,1.6,48.0,8,Low,No,Moderate
27.0,Female,Unemployed,52,10.6,8.4,Good,1.4,53.0,1,Moderate,No,Moderate
19.0,Male,Self-Employed,34,8.3,9.1,Excellent,3.5,14.0,4,Low,No,Low
19.0,Male,Unemployed,26,7.1,9.0,Excellent,7.3,22.0,6,Low,No,Low
32.0,Other,Student,62,2.7,6.4,Average,1.2,27.0,1,Moderate,No,Moderate
58.0,Female,Self-Employed,39,12.0,8.6,Good,7.8,44.0,5,Low,No,Low
24.0,Male,Unemployed,69,7.0,5.9,Average,6.9,35.0,6,High,Yes,High
32.0,Female,Student,42,6.0,5.5,Average,5.2,37.0,0,Low,No,Low
28.0,Male,Unemployed,38,4.2,4.0,Poor,8.0,8.0,2,Moderate,No,Low
56.0,Female,Employed,57,13.5,6.1,Average,6.3,20.0,0,Moderate,No,Moderate
62.0,Male,Unemployed,37,8.5,4.9,Poor,1.4,20.0,3,Moderate,No,Low
22.0,Other,Student,62,4.6,8.7,Good,0.6,51.0,6,Low,No,Low
34.0,Male,Self-Employed,27,6.6,9.8,Excellent,8.9,53.0,2,Low,No,Low
,Other,Employed,69,2.9,7.5,Good,2.7,31.0,7,Moderate,No,Low
32.0,Other,Self-Employed,36,5.4,4.3,Poor,3.9,40.0,2,Low,No,Low
43.0,Other,Employed,36,11.8,8.0,Good,3.2,14.0,8,Moderate,No,High
46.0,Other,Student,41,5.8,5.6,Average,6.6,32.0,5,Moderate,No,Moderate
64.0,Male,Student,31,11.8,9.6,Excellent,2.0,55.0,1,Low,No,Low
21.0,Other,Employed,20,6.9,7.9,Good,4.3,12.0,6,Low,No,Low
24.0,Female,Student,46,7.5,8.8,Good,7.1,33.0,7,Low,No,Low
36.0,Other,Student,53,10.2,5.4,Average,6.6,9.0,1,High,Yes,High
59.0,Male,Unemployed,20,12.1,7.7,Good,2.5,60.0,3,Low,No,Low
23.0,Male,Self-Employed,43,10.5,5.1,Average,7.2,1.0,6,Moderate,No,High
50.0,Female,Student,38,4.8,7.5,Good,1.6,27.0,8,Low,No,Low
48.0,Male,Self-Employed,56,7.2,5.5,Average,6.3,60.0,2,Low,No,Low
34.0,Female,Unemployed,52,6.9,4.8,Poor,5.5,46.0,3,Moderate,No,Low
18.0,Female,Student,64,5.1,8.5,Good,7.2,44.0,0,Low,No,Low
29.0,Other,Unemployed,68,13.1,8.4,Good,8.7,49.0,7,Moderate,No,Moderate
31.0,Female,Unemployed,39,11.4,5.8,Average,8.9,53.0,4,Low,No,Low
42.0,Female,Employed,64,3.6,6.3,Average,1.5,50.0,8,Moderate,No,Moderate
51.0,Female,Employed,55,6.6,9.0,Excellent,7.1,17.0,7,Low,No,Low
24.0,Male,Self-Employed,62,12.0,6.4,Average,9.1,8.0,4,High,Yes,High
21.0,Female,Unemployed,24,4.5,7.8,Good,6.6,29.0,5,Low,No,Low
22.0,Other,Unemployed,33,4.5,7.7,Good,5.0,10.0,4,Low,No,Low
59.0,Male,Student,51,2.7,5.8,Average,5.5,34.0,7,Low,No,Low
53.0,Other,Student,56,8.5,9.3,Excellent,6.1,15.0,2,Moderate,No,High
36.0,Female,Unemployed,34,13.7,8.7,Good,7.2,5.0,1,Moderate,No,Moderate
56.0,Other,Unemployed,64,2.8,5.4,Average,8.5,11.0,3,Moderate,No,Moderate
59.0,Other,Employed,65,10.0,6.3,Average,7.9,37.0,6,High,Yes,High
59.0,Female,Self-Employed,53,10.5,9.8,Excellent,0.2,26.0,5,High,Yes,Moderate
63.0,Male,Student,21,9.9,7.6,Good,7.5,46.0,6,Low,No,Low
63.0,Female,Student,24,4.5,9.4,Excellent,3.4,38.0,1,Low,No,Low
22.0,Other,Student,21,4.0,10.0,Excellent,6.4,56.0,5,Low,No,Low
18.0,Other,Self-Employed,43,9.3,8.5,Good,4.4,4.0,1,Moderate,No,Moderate
61.0,Other,Self-Employed,49,6.6,5.5,Average,0.9,19.0,6,High,Yes,High
18.0,Male,Student,52,5.2,5.0,Average,9.8,9.0,4,Moderate,No,Moderate
60.0,Female,Student,64,12.4,7.5,Good,0.8,47.0,7,High,Yes,High
65.0,Female,Self-Employed,48,13.5,8.0,Good,6.1,40.0,2,Moderate,No,Moderate
24.0,Male,Unemployed,32,6.5,8.8,Good,9.3,60.0,2,Low,No,Low
51.0,Male,Unemployed,24,10.2,5.5,Average,7.2,7.0,7,Moderate,No,Moderate
47.0,Female,Unemployed,38,7.7,7.4,Good,7.2,32.0,4,Low,No,Low
22.0,Female,Self-Employed,44,11.3,6.1,Average,0.9,50.0,1,Moderate,No,Moderate
53.0,Other,Employed,35,11.4,8.4,Good,4.0,47.0,1,Low,No,Low
37.0,Female,Unemployed,44,6.8,5.1,Average,,53.0,4,Low,No,Moderate
32.0,Female,Student,34,12.8,9.3,Excellent,5.8,55.0,4,Low,No,Low
38.0,Male,Self-Employed,58,12.4,6.0,Average,2.0,14.0,7,High,Yes,High
56.0,Female,Student,29,2.9,5.9,Average,0.5,59.0,3,Low,No,Low
54.0,Male,Unemployed,26,6.5,9.8,Excellent,7.3,10.0,8,Low,No,Low
55.0,Other,Unemployed,43,12.9,4.8,Poor,5.0,3.0,7,High,Yes,High
38.0,Other,Student,35,13.0,7.7,Good,5.8,13.0,7,Moderate,No,Moderate
24.0,Other,Unemployed,58,6.2,7.4,Good,8.4,3.0,4,Moderate,No,Low
37.0,Other,Self-Employed,40,9.7,8.1,Good,9.8,11.0,2,Moderate,No,Moderate
35.0,Female,Student,23,6.9,5.9,Average,6.4,29.0,2,Low,No,Low
54.0,Female,Unemployed,23,8.3,5.1,Average,3.1,2.0,0,Low,No,Low
29.0,Other,Employed,31,7.1,8.6,Good,5.0,12.0,8,Moderate,No,Low
26.0,Other,Unemployed,69,3.7,6.4,Average,5.2,5.0,6,High,Yes,High
34.0,Other,Unemployed,21,7.2,7.3,Good,8.2,18.0,4,Low,No,Low
56.0,Male,Self-Employed,27,2.6,9.5,Excellent,0.1,19.0,8,Low,No,Low
53.0,Female,Unemployed,29,,4.6,Poor,9.4,11.0,7,Low,No,Low
44.0,Male,Employed,61,12.2,9.2,Excellent,3.6,30.0,4,Moderate,No,High
44.0,Female,Employed,31,10.6,6.5,Average,2.0,24.0,2,Low,No,Low
34.0,Male,Student,62,6.1,9.6,Excellent,4.3,11.0,7,High,Yes,High
63.0,Male,Unemployed,50,7.2,6.4,Average,2.0,18.0,0,Moderate,No,High
58.0,Other,Self-Employed,35,11.6,6.1,Average,3.8,18.0,6,Moderate,No,Moderate
54.0,Other,Self-Employed,69,,8.1,Good,3.7,42.0,3,Moderate,No,Low
45.0,Other,Employed,32,11.3,9.6,Excellent,7.0,6.0,6,Low,No,Low
54.0,Female,Employed,43,5.9,5.4,Average,4.4,29.0,7,Moderate,No,High
32.0,Other,Student,43,11.5,4.4,Poor,7.0,33.0,2,Low,No,Low
64.0,Male,Employed,32,6.9,4.3,Poor,6.1,54.0,1,Low,No,Low
37.0,Other,Self-Employed,42,6.1,4.4,Poor,2.5,57.0,4,Moderate,No,Moderate
19.0,Other,Student,32,5.1,8.3,Good,0.3,23.0,0,Low,No,Low
57.0,Other,Unemployed,20,4.7,7.4,Good,9.1,45.0,2,Low,No,Low
,Male,Student,24,2.8,8.1,Good,6.3,22.0,7,Low,No,Low
40.0,Female,Self-Employed,48,5.7,8.7,Good,6.5,18.0,3,Low,No,Low
54.0,Female,Unemployed,39,3.6,9.7,Excellent,1.0,43.0,4,Low,No,Low
31.0,Male,Unemployed,66,13.9,6.5,Average,2.8,34.0,3,High,Yes,High
38.0,Other,Student,65,12.0,4.8,Poor,8.3,22.0,5,High,Yes,High
64.0,Other,Employed,55,8.5,4.9,Poor,1.2,50.0,0,Low,No,Low
35.0,Other,Unemployed,32,13.4,9.8,Excellent,7.1,1.0,2,Moderate,No,Low
53.0,Female,Unemployed,20,13.5,6.6,Average,1.3,53.0,8,Moderate,No,Low
46.0,Other,Self-Employed,43,9.8,7.6,Good,9.5,59.0,8,Low,No,Low
41.0,Other,Self-Employed,52,9.5,5.3,Average,1.3,26.0,1,Moderate,No,Moderate
28.0,Other,Student,31,7.3,8.2,Good,0.5,36.0,5,Low,No,Low
55.0,Female,Student,39,12.2,4.0,Poor,9.6,19.0,7,High,Yes,High
30.0,Female,Employed,64,,6.4,Average,,19.0,1,High,Yes,High
59.0,Female,Employed,52,5.0,8.1,Good,9.8,32.0,7,Moderate,No,Moderate
30.0,Other,Self-Employed,29,8.8,9.8,Excellent,5.0,56.0,7,Low,No,Low
48.0,Male,Employed,45,4.4,8.7,Good,6.2,16.0,5,Moderate,No,Low
56.0,Male,Unemployed,27,12.3,6.4,Average,3.3,53.0,7,Low,No,Low
46.0,Female,Unemployed,54,9.3,9.3,Excellent,7.9,51.0,5,Moderate,No,Low
56.0,Male,Self-Employed,37,4.3,5.4,Average,7.1,0.0,6,Low,No,Low
34.0,Female,Self-Employed,20,6.7,9.2,Excellent,8.8,56.0,5,Low,No,Low
53.0,Female,Student,59,11.8,7.2,Good,5.0,29.0,3,Moderate,No,Moderate
46.0,Male,Employed,63,11.0,9.1,Excellent,0.8,26.0,7,High,Yes,High
48.0,Male,Employed,48,12.7,5.1,Average,7.8,24.0,1,Moderate,No,Moderate
51.0,Female,Unemployed,42,7.0,6.6,Average,6.3,,8,Moderate,No,Low
32.0,Female,Employed,70,3.2,5.8,Average,5.3,36.0,5,High,Yes,High
32.0,Male,Student,42,9.0,7.1,Good,6.2,,3,Moderate,No,Moderate
18.0,Other,Employed,48,8.1,7.6,Good,,46.0,2,Low,No,Moderate
38.0,Female,Unemployed,32,3.0,8.2,Good,5.1,28.0,8,Low,No,Low
22.0,Other,Employed,31,11.1,7.4,Good,7.5,21.0,5,Moderate,No,Moderate
18.0,Male,Student,36,5.9,4.3,Poor,0.1,15.0,2,Moderate,No,Low
18.0,Male,Self-Employed,44,12.8,7.6,Good,1.1,0.0,6,High,Yes,High
29.0,Male,Self-Employed,49,2.5,4.6,Poor,7.3,53.0,0,Low,No,Low
44.0,Female,Self-Employed,41,6.7,4.7,Poor,8.1,10.0,5,Moderate,No,Moderate
25.0,Other,Unemployed,56,5.8,5.7,Average,4.4,30.0,4,Moderate,No,High
22.0,Female,Unemployed,42,2.3,8.3,Good,9.6,30.0,3,Low,No,Low
50.0,Other,Student,69,11.8,9.2,Excellent,7.9,21.0,0,Moderate,No,Moderate
46.0,Female,Employed,44,4.4,8.2,Good,9.5,33.0,5,Low,No,Low
49.0,Male,Employed,33,2.9,8.6,Good,3.3,27.0,3,Low,No,Low
41.0,Male,Self-Employed,28,2.1,7.5,Good,1.5,34.0,1,Low,No,Low
44.0,Female,Employed,35,3.0,8.6,Good,0.7,27.0,4,Low,No,Low
57.0,Female,Student,35,9.3,7.2,Good,9.0,19.0,7,Low,No,Low
57.0,Female,Self-Employed,54,4.2,8.7,Good,1.3,39.0,0,Low,No,Low
28.0,Other,Unemployed,56,13.1,9.4,Excellent,3.2,35.0,6,Moderate,No,Moderate
29.0,Other,Employed,44,4.9,6.9,Average,9.6,41.0,5,Low,No,Low
41.0,Female,Employed,39,,4.9,Poor,7.1,4.0,5,Moderate,No,Moderate
18.0,Female,Student,25,7.1,8.6,Good,7.2,45.0,0,Low,No,Low
18.0,Other,Student,50,8.6,5.5,Average,4.3,4.0,6,Moderate,No,Moderate
59.0,Male,Unemployed,55,7.3,7.7,Good,8.8,,2,Moderate,No,Low
37.0,Female,Employed,43,6.4,9.1,Excellent,9.3,40.0,2,Low,No,Low
31.0,Female,Self-Employed,50,9.8,9.3,Excellent,9.3,58.0,8,Low,No,Low
36.0,Other,Employed,23,8.1,,Poor,2.1,33.0,4,Low,No,Low
37.0,Other,Unemployed,48,10.5,5.5,Average,,56.0,2,Moderate,No,Moderate
45.0,Other,Student,32,6.4,5.4,Average,9.9,29.0,2,Low,No,Low
55.0,Male,Self-Employed,59,11.9,5.1,Average,7.1,42.0,8,Moderate,No,Moderate
24.0,Other,Employed,46,9.9,8.0,Good,7.5,23.0,8,Moderate,No,High
26.0,Female,Student,49,5.1,4.5,Poor,5.7,45.0,5,Low,No,Low
30.0,Other,Student,38,11.7,8.3,Good,,39.0,1,Low,No,Low
34.0,Female,Employed,32,13.2,5.1,Average,7.8,56.0,1,Low,No,Low
41.0,Male,Employed,53,10.3,6.2,Average,5.5,1.0,4,High,Yes,High
29.0,Other,Self-Employed,67,7.6,5.0,Average,5.4,57.0,7,High,Yes,High
25.0,Male,Unemployed,55,5.4,9.6,Excellent,3.5,23.0,2,Moderate,No,Low
50.0,Other,Employed,54,9.3,8.4,Good,8.6,7.0,1,Low,No,Low
55.0,Female,Unemployed,33,10.9,4.7,Poor,8.8,40.0,1,Low,No,Low
58.0,Female,Self-Employed,23,8.2,5.1,Average,2.1,13.0,0,Moderate,No,Moderate
52.0,Male,Self-Employed,20,4.6,9.9,Excellent,3.8,12.0,0,Low,No,Low
59.0,Other,Self-Employed,65,10.5,8.9,Good,10.0,20.0,8,Moderate,No,High
24.0,Male,Unemployed,57,12.7,5.0,Average,0.2,47.0,0,High,Yes,High
38.0,Female,Self-Employed,70,8.8,5.3,Average,8.8,26.0,5,High,Yes,High
56.0,Female,Employed,39,,6.4,Average,0.4,42.0,0,Moderate,No,Low
41.0,Other,Student,54,10.5,4.4,Poor,5.8,22.0,8,High,Yes,High
35.0,Other,Self-Employed,41,6.7,5.7,Average,2.3,4.0,7,High,Yes,High
30.0,Other,Student,69,13.6,6.7,Average,10.0,10.0,5,High,Yes,High
63.0,Female,Self-Employed,23,12.2,4.0,Poor,4.9,6.0,6,Moderate,No,High
26.0,Other,Unemployed,32,2.6,9.5,Excellent,5.5,10.0,5,Low,No,Low
18.0,Male,Student,52,6.0,7.1,Good,4.5,49.0,2,Low,No,Low
52.0,Male,Student,62,4.7,5.7,Average,4.0,15.0,1,Moderate,No,Moderate
35.0,Male,Unemployed,55,12.7,9.7,Excellent,8.5,40.0,4,Low,No,Low
27.0,Female,Employed,29,10.2,5.2,Average,,19.0,1,Moderate,No,Moderate
20.0,Female,Self-Employed,69,8.1,6.4,Average,0.7,26.0,3,Moderate,No,High
43.0,Male,Employed,29,6.5,7.5,Good,1.7,53.0,7,Low,No,Low
,Female,Employed,65,4.5,6.5,Average,0.1,30.0,1,Moderate,No,Moderate
23.0,Female,Self-Employed,62,5.6,,Poor,0.7,44.0,3,Moderate,No,Moderate
58.0,Female,Unemployed,56,3.4,7.1,Good,6.5,60.0,6,Moderate,No,Low
29.0,Female,Unemployed,40,8.9,9.3,Excellent,5.6,3.0,7,Moderate,No,Moderate
42.0,Female,Employed,36,3.1,4.8,Poor,6.5,6.0,8,Moderate,No,Moderate
47.0,Female,Student,43,11.1,8.9,Good,9.0,21.0,1,Moderate,No,Moderate
26.0,Female,Self-Employed,63,11.8,4.4,Poor,0.7,39.0,8,High,Yes,High
56.0,Male,Employed,58,4.5,4.2,Poor,4.8,50.0,2,Moderate,No,Moderate
39.0,Female,Self-Employed,42,13.7,7.4,Good,6.7,51.0,6,Moderate,No,Moderate
58.0,Other,Student,64,4.0,4.4,Poor,3.7,22.0,2,Moderate,No,Low
41.0,Male,Employed,65,13.5,5.7,Average,9.6,23.0,8,High,Yes,High
63.0,Male,Unemployed,21,9.4,6.1,Average,6.6,54.0,5,Low,No,Low
37.0,Female,Unemployed,69,4.3,4.5,Poor,0.4,3.0,3,High,Yes,High
25.0,Male,Unemployed,61,3.2,7.6,Good,1.3,15.0,3,Moderate,No,Moderate
55.0,Other,Student,23,4.8,8.9,Good,2.1,13.0,3,Low,No,Low
59.0,Other,Unemployed,69,14.0,5.6,Average,2.3,40.0,4,High,Yes,High
57.0,Female,Self-Employed,34,12.6,5.4,Average,0.0,46.0,6,Moderate,No,Moderate
31.0,Male,Employed,63,9.9,6.5,Average,4.8,45.0,7,Moderate,No,Moderate
55.0,Male,Self-Employed,45,4.9,8.3,Good,5.6,5.0,3,Moderate,No,Low
41.0,Female,Employed,58,7.1,5.8,Average,9.8,3.0,7,High,Yes,Moderate
63.0,Male,Student,22,3.4,6.1,Average,5.7,32.0,4,Low,No,Low
50.0,Male,Employed,65,12.5,4.2,Poor,0.2,15.0,1,High,Yes,High
58.0,Male,Employed,42,13.6,5.6,Average,7.0,58.0,5,Low,No,Low
35.0,Other,Unemployed,21,2.5,6.1,Average,5.8,56.0,0,Low,No,Low
35.0,Male,Student,67,5.0,8.5,Good,4.7,36.0,0,Moderate,No,Moderate
26.0,Male,Student,49,4.4,9.8,Excellent,0.0,30.0,6,Moderate,No,Moderate
42.0,Male,Student,69,4.8,9.2,Excellent,0.8,48.0,2,Moderate,No,Moderate
63.0,Male,Employed,70,10.0,5.9,Average,4.7,16.0,5,High,Yes,High
23.0,Male,Self-Employed,34,4.3,6.6,Average,3.5,55.0,8,Low,No,Low
48.0,Male,Student,24,12.9,8.3,Good,7.5,22.0,6,Low,No,Low
42.0,Male,Employed,45,5.6,9.1,Excellent,5.3,8.0,8,Moderate,No,Moderate
26.0,Female,Self-Employed,24,9.1,9.6,Excellent,9.8,41.0,0,Low,No,Low
55.0,Other,Unemployed,37,6.9,4.1,Poor,5.2,39.0,6,Moderate,No,Moderate
57.0,Other,Self-Employed,51,8.3,4.8,Poor,4.2,,4,Moderate,No,Moderate
32.0,Male,Employed,23,9.7,9.4,Excellent,0.8,53.0,2,Low,No,Low
47.0,Other,Self-Employed,27,10.8,5.3,Average,8.6,45.0,5,Low,No,Low
25.0,Other,Employed,35,3.5,6.1,Average,0.1,25.0,3,Moderate,No,Low
44.0,Male,Unemployed,65,9.4,9.1,Excellent,7.5,19.0,1,Moderate,No,Low
19.0,Female,Unemployed,48,9.8,4.9,Poor,8.8,44.0,0,Moderate,No,Moderate
34.0,Male,Unemployed,27,11.2,4.9,Poor,8.3,3.0,3,Moderate,No,Low
63.0,Female,Self-Employed,60,10.7,7.6,Good,0.2,45.0,6,High,Yes,High
52.0,Male,Self-Employed,20,8.9,8.1,Good,1.1,4.0,3,Low,No,Low
45.0,Female,Self-Employed,41,13.7,7.7,Good,0.3,,4,Moderate,No,Moderate
64.0,Other,Self-Employed,32,7.8,10.0,Excellent,0.6,0.0,6,Moderate,No,Low
33.0,Female,Employed,48,6.2,4.7,Poor,6.1,26.0,4,Moderate,No,Moderate
40.0,Male,Self-Employed,46,5.7,7.5,Good,8.6,53.0,2,Low,No,Low
48.0,Other,Employed,53,2.2,9.0,Excellent,,48.0,8,Low,No,Low
56.0,Female,Unemployed,68,3.6,6.1,Average,2.4,14.0,5,Moderate,No,Moderate
43.0,Other,Self-Employed,55,7.1,6.5,Average,0.5,57.0,2,Moderate,No,Moderate
24.0,Male,Self-Employed,21,6.3,4.5,Poor,8.9,6.0,1,Low,No,Low
33.0,Male,Unemployed,45,2.2,6.7,Average,8.1,3.0,3,Low,No,Low
20.0,Female,Unemployed,43,13.3,9.5,Excellent,6.2,36.0,0,Low,No,Low
22.0,Male,Unemployed,50,3.0,8.0,Good,0.2,,3,Low,No,Low
65.0,Other,Self-Employed,27,6.6,8.3,Good,2.9,53.0,8,Low,No,Low
23.0,Other,Self-Employed,42,3.2,9.6,Excellent,6.4,11.0,3,Low,No,Low
33.0,Female,Self-Employed,51,8.0,4.9,Poor,0.5,14.0,0,Moderate,No,High
65.0,Female,Unemployed,39,4.4,4.5,Poor,6.7,24.0,4,Low,No,Moderate
35.0,Other,Employed,30,5.0,9.1,Excellent,2.8,19.0,8,Low,No,Low
39.0,Female,Employed,57,13.5,6.0,Average,4.1,6.0,3,High,Yes,High
36.0,Other,Student,42,13.4,7.6,Good,0.5,24.0,5,Moderate,No,High
47.0,Male,Self-Employed,59,13.0,7.9,Good,6.5,35.0,8,Moderate,No,Moderate
39.0,Other,Employed,38,4.0,4.3,Poor,6.0,27.0,6,Low,No,Low
50.0,Other,Unemployed,58,3.1,4.6,Poor,5.5,31.0,1,Moderate,No,Moderate
63.0,Male,Employed,66,13.3,7.8,Good,3.2,54.0,8,High,Yes,High
35.0,Other,Unemployed,57,6.1,7.7,Good,3.6,34.0,3,Moderate,No,Moderate
27.0,Female,Student,32,13.5,5.2,Average,6.5,54.0,4,Low,No,Low
41.0,Other,Student,48,7.4,6.4,Average,8.3,53.0,6,Low,No,Low
47.0,Male,Student,29,3.9,8.4,Good,2.2,11.0,6,Low,No,Moderate
58.0,Female,Student,46,3.9,6.9,Average,8.2,51.0,5,Low,No,Low
59.0,Female,Unemployed,49,5.8,9.2,Excellent,9.1,44.0,0,Low,No,Low
61.0,Other,Student,60,8.3,8.8,Good,4.6,30.0,1,Low,No,Low
20.0,Other,Student,32,9.9,9.0,Excellent,6.2,28.0,1,Low,No,Low
57.0,Male,Unemployed,32,13.9,6.0,Average,3.1,41.0,2,Moderate,No,Low
20.0,Female,Student,29,9.1,6.8,Average,3.5,39.0,6,Low,No,Low
52.0,Other,Employed,20,13.1,10.0,Excellent,3.3,0.0,0,Low,No,Low
24.0,Female,Self-Employed,20,2.9,9.2,Excellent,7.2,12.0,4,Low,No,Low
19.0,Female,Unemployed,61,7.6,8.1,Good,1.2,34.0,2,Moderate,No,Moderate
26.0,Male,Student,48,4.7,8.3,Good,2.7,40.0,1,Low,No,Low
20.0,Male,Student,69,7.6,8.4,Good,4.3,12.0,4,Moderate,No,Moderate
43.0,Other,Unemployed,39,4.8,7.3,Good,9.0,26.0,2,Low,No,Low
22.0,Other,Employed,25,11.9,6.0,Average,6.4,17.0,2,Moderate,No,Low
32.0,Other,Employed,58,12.3,6.9,Average,6.3,48.0,0,Moderate,No,High
63.0,Other,Self-Employed,45,6.8,9.9,Excellent,7.8,37.0,7,Low,No,Low
32.0,Male,Student,22,7.0,5.8,Average,8.1,41.0,3,Low,No,Low
24.0,Other,Self-Employed,60,4.9,5.1,Average,3.6,6.0,0,High,Yes,Moderate
41.0,Male,Self-Employed,56,12.8,8.3,Good,4.7,23.0,6,High,Yes,High
46.0,Other,Self-Employed,44,9.2,8.0,Good,0.5,59.0,1,Low,No,Moderate
58.0,Female,Self-Employed,54,2.4,8.7,Good,2.9,29.0,6,Moderate,No,Moderate
44.0,Male,Self-Employed,46,3.6,6.8,Average,9.3,60.0,7,Low,No,Low
27.0,Male,Unemployed,20,12.1,9.3,Excellent,3.0,26.0,1,Low,No,Low
55.0,Male,Student,44,13.6,8.6,Good,8.6,55.0,2,Low,No,Low
28.0,Other,Self-Employed,58,8.5,7.4,Good,1.6,58.0,5,Moderate,No,Low
24.0,Other,Student,37,,8.4,Good,5.0,43.0,5,Low,No,Low
52.0,Other,Unemployed,39,5.4,5.7,Average,6.3,41.0,4,Moderate,No,Low
47.0,Other,Student,56,11.5,9.7,Excellent,9.0,43.0,0,Moderate,No,Moderate
