Age,Gender,Employment_Status,Work_Hours_Per_Week,Screen_Time_Hours,Sleep_Hours,Sleep_Quality,Physical_Activity_Hours,Meditation_Minutes,Coffee_Cups_Per_Day,Stress_Level,Chronic_Stress,Burnout_Risk,Burnout_Score,Productivity_Score,Mental_Health_Status
64.0,Other,Self-Employed,59,,8.0,Good,3.4,39.0,3,Moderate,No,Moderate,42,60.0,Needs Attention
53.0,Other,Employed,21,3.5,9.8,Excellent,0.6,43.0,1,Low,No,Low,0,100.0,Healthy
50.0,Other,Employed,35,5.1,5.0,Average,3.1,42.0,1,Low,No,Low,9,86.0,Healthy
,Male,Self-Employed,24,10.8,4.7,Poor,7.7,27.0,2,Low,No,Low,15,100.0,Healthy
52.0,Other,Self-Employed,55,9.7,6.8,Average,,9.0,8,High,Yes,High,100,16.0,Critical
32.0,Female,Employed,48,6.1,4.9,Poor,8.9,5.0,6,Moderate,No,Moderate,48,68.0,Needs Attention
65.0,Other,Self-Employed,44,4.8,7.2,Good,0.8,57.0,2,Low,No,Low,18,81.0,Healthy
59.0,Female,Unemployed,61,2.7,7.0,Good,9.5,22.0,6,Low,No,Low,4,80.0,Healthy
21.0,Male,Employed,60,5.4,6.8,Average,9.1,4.0,6,High,Yes,Moderate,59,21.0,Critical
30.0,Male,Unemployed,24,10.7,,Good,4.9,3.0,4,Low,No,Low,26,69.0,Healthy
56.0,Female,Student,35,13.6,5.3,Average,4.8,12.0,3,Moderate,No,Moderate,57,44.0,Needs Attention
58.0,Other,Unemployed,22,9.4,9.6,Excellent,4.4,34.0,4,Low,No,Low,12,75.0,Healthy
21.0,Male,Unemployed,20,12.9,6.7,Average,4.7,51.0,8,Low,No,Low,23,73.0,Healthy
43.0,Other,Self-Employed,47,4.7,5.1,Average,1.8,27.0,6,Moderate,No,Moderate,63,38.0,Needs Attention
61.0,Other,Self-Employed,36,,4.5,Poor,6.6,7.0,1,Low,No,Low,19,67.0,Healthy
42.0,Other,Student,42,11.5,5.3,Average,8.3,39.0,0,Low,No,Low,13,73.0,Healthy
19.0,Other,Self-Employed,38,11.2,7.3,Good,4.1,47.0,2,Moderate,No,Moderate,41,71.0,Needs Attention
26.0,Male,Employed,63,13.6,5.9,Average,9.0,6.0,5,High,Yes,High,77,23.0,Critical
18.0,Other,Student,64,9.0,9.9,Excellent,2.1,30.0,1,Moderate,No,High,67,29.0,Critical
65.0,Other,Student,59,10.3,6.3,Average,8.9,8.0,0,Moderate,No,Moderate,62,41.0,Needs Attention
41.0,Other,Employed,66,12.5,5.2,Average,4.1,10.0,8,High,Yes,High,96,0.0,Critical
51.0,Other,Employed,55,8.0,8.7,Good,9.0,13.0,3,Low,No,Moderate,44,48.0,Needs Attention
63.0,Male,Employed,48,11.6,4.0,Poor,5.9,30.0,1,Moderate,No,Low,38,52.0,Healthy
61.0,Male,Student,69,5.5,5.4,Average,,18.0,1,Moderate,No,Moderate,42,50.0,Needs Attention
52.0,Female,Student,36,4.4,4.4,Poor,5.8,11.0,3,Moderate,No,Moderate,45,64.0,Needs Attention
56.0,Female,Unemployed,51,6.4,5.3,Average,1.8,33.0,6,Moderate,No,Moderate,40,46.0,Needs Attention
47.0,Female,Unemployed,22,3.5,6.0,Average,1.8,5.0,8,Low,No,Low,38,82.0,Healthy
50.0,Female,Employed,54,13.6,4.1,Poor,0.0,30.0,1,Moderate,No,High,67,46.0,Critical
29.0,Female,Employed,54,5.8,7.0,Good,9.8,51.0,1,Low,No,Low,27,93.0,Healthy
42.0,Female,Unemployed,58,9.1,7.8,Good,5.7,11.0,8,High,Yes,Moderate,60,15.0,Critical
58.0,Female,Self-Employed,21,10.5,9.9,Excellent,0.7,44.0,1,Low,No,Low,9,100.0,Healthy
63.0,Female,Student,24,5.6,5.7,Average,1.3,40.0,6,Low,No,Low,20,59.0,Healthy
30.0,Other,Unemployed,50,8.3,6.5,Average,5.8,38.0,0,Low,No,Low,8,77.0,Healthy
20.0,Female,Self-Employed,36,2.5,8.1,Good,9.3,52.0,0,Low,No,Low,2,100.0,Healthy
59.0,Other,Unemployed,57,4.6,4.1,Poor,1.1,25.0,6,High,Yes,High,75,26.0,Critical
33.0,Female,Unemployed,27,13.1,5.3,Average,7.1,21.0,5,Moderate,No,Moderate,53,45.0,Needs Attention
60.0,Female,Student,29,7.4,9.7,Excellent,1.4,51.0,2,Low,No,Low,7,91.0,Healthy
21.0,Female,Student,21,8.9,5.9,Average,4.9,47.0,0,Low,No,Low,0,,Healthy
43.0,Female,Unemployed,23,8.7,6.3,Average,5.4,29.0,6,Low,No,Low,3,86.0,Healthy
65.0,Female,Student,27,4.2,7.7,Good,5.9,55.0,5,Low,No,Low,2,94.0,Healthy
36.0,Female,Employed,41,7.5,4.9,Poor,,29.0,2,Moderate,No,Moderate,42,60.0,Needs Attention
50.0,Male,Student,23,10.0,5.9,Average,1.1,53.0,2,Low,No,Low,14,80.0,Healthy
48.0,Other,Unemployed,22,6.3,5.3,Average,3.1,6.0,6,Low,No,Low,29,81.0,Healthy
34.0,Female,Student,60,12.0,8.0,Good,1.2,19.0,5,High,Yes,High,100,2.0,Critical
50.0,Female,Employed,27,,6.4,Average,8.3,,7,Low,No,Low,36,64.0,Healthy
26.0,Male,Self-Employed,68,12.7,7.2,Good,7.7,29.0,7,High,Yes,High,99,6.0,Critical
40.0,Other,Unemployed,29,12.8,4.2,Poor,5.3,9.0,3,Moderate,No,Moderate,50,38.0,Needs Attention
50.0,Female,Employed,47,8.3,7.7,Good,7.7,52.0,7,Low,No,Low,30,60.0,Healthy
36.0,Male,Student,59,11.0,7.1,Good,9.0,31.0,0,Moderate,No,Moderate,61,21.0,Critical
39.0,Male,Unemployed,45,3.9,6.1,Average,7.7,23.0,4,Low,No,Low,33,93.0,Healthy
24.0,Other,Self-Employed,33,13.7,9.3,Excellent,5.5,18.0,6,Moderate,No,Moderate,56,47.0,Needs Attention
29.0,Female,Student,61,11.2,4.1,Poor,2.1,52.0,3,High,Yes,High,77,20.0,Critical
30.0,Female,Student,57,2.9,6.0,Average,3.0,37.0,0,Moderate,No,Low,35,58.0,Healthy
42.0,Female,Student,20,4.4,9.6,Excellent,6.2,44.0,4,Low,No,Low,0,84.0,Healthy
20.0,Other,Unemployed,67,7.0,4.9,Poor,5.3,28.0,8,High,Yes,High,84,,Critical
56.0,Female,Student,65,13.9,9.7,Excellent,4.8,8.0,4,High,Yes,High,81,20.0,Critical
47.0,Male,Student,44,11.1,8.2,Good,7.1,10.0,0,Low,No,Low,5,72.0,Healthy
44.0,Female,Self-Employed,61,3.5,9.0,Excellent,1.6,17.0,7,High,Yes,Moderate,53,33.0,Needs Attention
57.0,Female,Student,34,13.4,9.9,Excellent,1.0,46.0,4,Moderate,No,Moderate,40,44.0,Needs Attention
40.0,Other,Employed,34,5.5,4.9,Poor,0.7,27.0,6,Moderate,No,Low,35,74.0,Healthy
28.0,Female,Self-Employed,59,9.7,5.7,Average,3.3,55.0,6,Moderate,No,High,65,29.0,Critical
33.0,Female,Unemployed,45,3.9,5.2,Average,6.6,1.0,4,Moderate,No,High,76,33.0,Critical
35.0,Other,Student,64,13.9,4.0,Poor,5.4,33.0,5,High,Yes,High,93,5.0,Critical
44.0,Other,Unemployed,66,5.6,7.3,Good,7.6,1.0,7,High,No,Moderate,53,21.0,Needs Attention
19.0,Female,Unemployed,61,13.4,8.7,Good,3.4,29.0,4,Moderate,No,Moderate,61,30.0,Needs Attention
24.0,Male,Unemployed,42,12.0,6.3,Average,8.2,8.0,4,Moderate,No,High,67,45.0,Critical
27.0,Female,Employed,36,10.1,7.0,Good,0.6,30.0,2,Moderate,No,Low,38,45.0,Healthy
28.0,Female,Unemployed,57,11.7,6.9,Average,0.4,25.0,4,High,Yes,High,87,23.0,Critical
46.0,Female,Student,58,13.3,6.4,Average,6.5,28.0,4,High,Yes,High,92,0.0,Critical
26.0,Other,Student,62,7.7,6.6,Average,8.5,34.0,2,Moderate,No,Moderate,41,46.0,Needs Attention
50.0,Other,Student,32,4.1,7.1,Good,6.6,48.0,5,Low,No,Low,19,85.0,Healthy
56.0,Other,Self-Employed,21,7.7,4.8,Poor,0.6,22.0,7,Low,No,Low,31,84.0,Healthy
21.0,Other,Student,65,4.3,8.7,Good,2.8,38.0,7,Moderate,No,Moderate,58,45.0,Needs Attention
44.0,Female,Unemployed,33,6.9,7.6,Good,3.6,26.0,7,Moderate,No,Low,39,54.0,Healthy
54.0,Other,Self-Employed,50,3.5,5.4,Average,2.1,38.0,2,Low,No,Low,24,78.0,Healthy
60.0,Other,Student,43,2.6,9.7,Excellent,9.6,31.0,3,Low,No,Low,13,100.0,Healthy
46.0,Male,Employed,42,,8.0,Good,3.9,55.0,0,Low,No,Low,4,100.0,Healthy
29.0,Male,Self-Employed,58,10.5,7.5,Good,9.6,0.0,3,Moderate,No,High,73,27.0,Critical
57.0,Female,Unemployed,25,4.6,5.5,Average,8.7,49.0,1,Low,No,Low,2,100.0,Healthy
58.0,Female,Self-Employed,33,11.2,9.3,Excellent,5.8,,0,Low,No,Low,0,100.0,Healthy
56.0,Female,Employed,24,3.7,5.4,Average,1.2,44.0,5,Low,No,Low,18,76.0,Healthy
20.0,Female,Student,26,6.1,6.6,Average,2.0,,0,Low,No,Low,0,98.0,Healthy
37.0,Male,Unemployed,44,8.4,7.3,Good,4.2,32.0,2,Low,No,Low,39,71.0,Healthy
38.0,Male,Unemployed,67,2.1,8.0,Good,2.9,14.0,2,Moderate,No,High,78,16.0,Critical
40.0,Male,Student,20,11.6,4.2,Poor,7.5,35.0,6,Low,No,Low,36,85.0,Healthy
30.0,Other,Employed,67,11.6,7.3,Good,3.3,13.0,3,High,Yes,High,77,5.0,Critical
58.0,Female,Self-Employed,56,10.0,9.3,Excellent,8.6,12.0,6,High,Yes,High,66,25.0,Critical
36.0,Other,Student,62,7.7,8.6,Good,3.6,10.0,6,Moderate,No,High,76,26.0,Critical
44.0,Male,Self-Employed,58,12.7,9.7,Excellent,8.2,10.0,7,Moderate,No,High,76,28.0,Critical
52.0,Female,Student,70,9.0,4.5,Poor,6.4,8.0,8,High,Yes,High,100,9.0,Critical
31.0,Other,Student,69,9.1,5.5,Average,2.7,24.0,0,High,Yes,High,89,21.0,Critical
49.0,Female,Student,38,8.6,9.5,Excellent,1.0,,5,Low,No,Low,6,,Healthy
34.0,Other,Employed,35,2.7,4.7,Poor,6.7,18.0,5,Moderate,No,Moderate,47,45.0,Needs Attention
59.0,Other,Self-Employed,66,13.4,5.3,Average,6.7,8.0,1,High,Yes,High,84,33.0,Critical
43.0,Female,Self-Employed,29,2.0,9.1,Excellent,5.0,56.0,5,Low,No,Low,0,100.0,Healthy
64.0,Male,Employed,70,3.8,8.0,Good,0.2,3.0,6,Moderate,No,Moderate,52,29.0,Needs Attention
31.0,Other,Student,20,5.9,4.5,Poor,9.3,36.0,6,Low,No,Low,22,80.0,Healthy
56.0,Other,Unemployed,70,4.2,5.6,Average,7.7,53.0,4,Moderate,No,High,73,39.0,Critical
30.0,Female,Self-Employed,69,6.0,4.6,Poor,7.6,18.0,8,High,Yes,High,85,1.0,Critical
60.0,Other,Self-Employed,25,2.9,10.0,Excellent,1.0,,5,Low,No,Low,0,90.0,Healthy
38.0,Female,Self-Employed,31,10.5,7.0,Good,,27.0,3,Moderate,No,Low,39,62.0,Healthy
26.0,Male,Unemployed,50,8.4,9.9,Excellent,8.8,13.0,1,Low,No,Low,20,64.0,Healthy
64.0,Male,Student,36,12.2,8.6,Good,0.4,10.0,7,Moderate,No,Moderate,49,43.0,Needs Attention
54.0,Male,Self-Employed,59,11.8,6.0,Average,7.8,47.0,0,Low,No,Low,32,76.0,Healthy
22.0,Other,Unemployed,52,8.0,5.9,Average,9.7,41.0,3,Low,No,Low,31,66.0,Healthy
35.0,Other,Unemployed,46,8.1,4.9,Poor,3.7,31.0,3,Low,No,Low,28,61.0,Healthy
22.0,Female,Employed,52,2.7,,Average,6.7,13.0,0,Low,No,Low,22,77.0,Healthy
19.0,Female,Employed,29,11.4,7.4,Good,8.7,56.0,2,Low,No,Low,11,90.0,Healthy
23.0,Female,Unemployed,49,10.8,5.9,Average,6.0,59.0,4,Moderate,No,Moderate,43,36.0,Needs Attention
28.0,Female,Student,30,9.6,9.2,Excellent,,45.0,7,Moderate,No,Low,28,53.0,Healthy
37.0,Female,Student,40,5.1,4.3,Poor,2.8,40.0,2,Low,No,Low,23,77.0,Healthy
65.0,Female,Unemployed,48,6.5,6.5,Average,9.3,59.0,7,Low,No,Low,24,61.0,Healthy
43.0,Other,Employed,36,8.9,8.4,Good,4.9,16.0,2,Moderate,No,Moderate,57,52.0,Needs Attention
39.0,Female,Student,21,2.2,6.5,Average,9.1,45.0,5,Low,No,Low,0,100.0,Healthy
58.0,Other,Self-Employed,48,7.3,8.8,Good,8.0,15.0,1,Low,No,Low,24,70.0,Healthy
37.0,Female,Student,54,9.8,7.8,Good,2.5,41.0,2,Low,No,Low,38,73.0,Healthy
26.0,Female,Employed,46,3.6,6.1,Average,1.7,49.0,1,Low,No,Low,0,100.0,Healthy
26.0,Male,Self-Employed,20,7.8,8.9,Good,0.2,0.0,0,Low,No,Low,25,78.0,Healthy
29.0,Other,Unemployed,44,11.2,7.0,Good,2.7,55.0,3,Moderate,No,Moderate,57,55.0,Needs Attention
27.0,Female,Self-Employed,44,8.3,6.0,Average,5.4,27.0,0,Low,No,Low,16,,Healthy
44.0,Female,Student,48,11.3,6.3,Average,0.4,30.0,5,Moderate,No,High,80,27.0,Critical
56.0,Female,Self-Employed,46,10.1,7.3,Good,6.2,33.0,5,Moderate,No,Moderate,43,56.0,Needs Attention
47.0,Other,Student,23,6.7,6.5,Average,6.9,9.0,0,Low,No,Low,17,90.0,Healthy
33.0,Other,Student,53,11.5,7.2,Good,4.9,27.0,5,Moderate,No,Moderate,59,44.0,Needs Attention
46.0,Male,Unemployed,42,,7.2,Good,2.2,6.0,6,Moderate,No,Low,36,64.0,Healthy
41.0,Other,Student,55,6.8,8.2,Good,1.3,39.0,7,Moderate,No,High,67,41.0,Critical
63.0,Other,Student,29,9.1,8.5,Good,1.9,15.0,7,Low,No,Low,1,72.0,Healthy
38.0,Female,Student,21,2.2,7.2,Good,3.2,44.0,4,Low,No,Low,0,100.0,Healthy
52.0,Female,Unemployed,34,6.6,9.5,Excellent,3.9,52.0,3,Low,No,Low,15,88.0,Healthy
26.0,Female,Self-Employed,39,7.2,7.5,Good,6.8,11.0,4,Moderate,No,Low,29,43.0,Healthy
30.0,Other,Unemployed,29,7.1,7.0,Good,5.9,11.0,8,Moderate,No,Moderate,51,36.0,Needs Attention
64.0,Female,Employed,60,3.4,9.4,Excellent,5.3,24.0,2,Moderate,No,Low,39,51.0,Healthy
46.0,Female,Unemployed,56,7.2,6.4,Average,1.0,43.0,6,Moderate,No,Moderate,43,39.0,Needs Attention
33.0,Other,Employed,40,7.1,7.3,Good,9.1,25.0,3,Low,No,Low,2,99.0,Healthy
21.0,Female,Unemployed,60,4.1,7.2,Good,8.3,19.0,4,Moderate,No,High,66,30.0,Critical
62.0,Other,Unemployed,26,10.3,8.2,Good,3.9,32.0,8,Moderate,No,Moderate,40,64.0,Needs Attention
55.0,Female,Employed,23,6.5,8.5,Good,8.9,16.0,5,Low,No,Low,8,92.0,Healthy
57.0,Other,Unemployed,68,2.8,9.2,Excellent,8.4,49.0,8,Moderate,No,Moderate,55,56.0,Needs Attention
48.0,Male,Employed,33,3.4,8.6,Good,9.2,42.0,1,Low,No,Low,14,96.0,Healthy
43.0,Female,Student,63,10.2,7.0,Good,0.1,23.0,2,Moderate,No,Moderate,63,56.0,Needs Attention
22.0,Male,Unemployed,60,5.3,9.2,Excellent,9.6,45.0,5,Moderate,No,Moderate,42,54.0,Needs Attention
27.0,Female,Employed,46,7.9,6.7,Average,4.2,60.0,0,Low,No,Low,0,98.0,Healthy
36.0,Female,Student,34,10.1,5.9,Average,2.1,39.0,6,Moderate,No,Moderate,49,50.0,Needs Attention
24.0,Female,Employed,49,10.8,6.1,Average,1.7,18.0,2,High,Yes,High,77,23.0,Critical
49.0,Other,Unemployed,52,11.2,6.9,Average,,48.0,0,Moderate,No,Low,36,56.0,Healthy
29.0,Male,Employed,54,7.3,9.8,Excellent,9.5,38.0,1,Low,No,Low,4,100.0,Healthy
59.0,Male,Employed,22,8.2,7.3,Good,8.0,11.0,6,Low,No,Low,20,71.0,Healthy
62.0,Male,Self-Employed,46,9.6,5.2,Average,1.1,46.0,3,Moderate,No,Low,27,56.0,Healthy
61.0,Other,Student,32,7.3,6.4,Average,5.5,1.0,0,Low,No,Low,0,99.0,Healthy
43.0,Other,Employed,20,8.6,6.9,Average,3.7,51.0,5,Low,No,Low,1,90.0,Healthy
33.0,Other,Self-Employed,66,5.2,4.2,Poor,1.9,60.0,3,Moderate,No,Moderate,49,45.0,Needs Attention
57.0,Male,Student,33,8.5,7.0,Good,7.1,8.0,4,Low,No,Low,34,84.0,Healthy
59.0,Male,Unemployed,47,3.3,5.1,Average,7.8,23.0,8,Moderate,No,Low,38,46.0,Healthy
34.0,Female,Student,45,10.2,6.7,Average,0.2,52.0,3,Moderate,No,Moderate,47,43.0,Needs Attention
25.0,Other,Employed,30,10.0,6.8,Average,5.5,47.0,7,Moderate,No,Moderate,45,50.0,Needs Attention
62.0,Other,Unemployed,39,8.9,4.4,Poor,0.4,39.0,1,Moderate,No,Low,35,52.0,Healthy
43.0,Other,Student,67,6.5,9.4,Excellent,1.6,60.0,4,Moderate,No,Moderate,48,43.0,Needs Attention
26.0,Female,Self-Employed,70,,4.4,Poor,2.2,36.0,5,High,Yes,High,94,0.0,Critical
22.0,Other,Self-Employed,63,13.6,9.6,Excellent,8.3,22.0,2,Moderate,No,High,68,22.0,Critical
51.0,Female,Employed,34,2.8,,Average,1.9,,3,Low,No,Low,19,100.0,Healthy
52.0,Male,Student,63,9.1,9.4,Excellent,3.7,40.0,4,Moderate,No,Moderate,53,49.0,Needs Attention
47.0,Male,Self-Employed,43,6.7,9.4,Excellent,2.3,37.0,4,Low,No,Low,25,93.0,Healthy
53.0,Female,Employed,46,2.6,8.4,Good,0.6,36.0,2,Moderate,No,Low,36,66.0,Healthy
59.0,Male,Unemployed,36,12.5,5.0,Average,5.9,8.0,3,Moderate,No,Moderate,45,53.0,Needs Attention
64.0,Other,Self-Employed,62,2.0,8.2,Good,5.6,56.0,1,Low,No,Low,11,100.0,Healthy
48.0,Male,Student,59,10.6,7.1,Good,5.4,,1,Moderate,No,Low,27,70.0,Healthy
27.0,Other,Student,68,9.3,6.1,Average,1.8,24.0,0,Moderate,No,Moderate,55,33.0,Needs Attention
42.0,Female,Unemployed,22,3.9,7.1,Good,8.6,42.0,0,Low,No,Low,0,,Healthy
21.0,Female,Employed,39,10.5,6.9,Average,6.0,32.0,7,Moderate,No,Low,26,72.0,Healthy
49.0,Female,Employed,56,3.0,6.0,Average,3.1,23.0,7,Moderate,No,Low,29,46.0,Healthy
36.0,Other,Unemployed,26,5.3,7.0,Good,1.8,56.0,2,Low,No,Low,13,81.0,Healthy
48.0,Male,Self-Employed,39,13.1,6.3,Average,8.4,50.0,1,Low,No,Moderate,40,79.0,Needs Attention
39.0,Other,Self-Employed,46,13.6,9.3,Excellent,5.7,9.0,8,Moderate,No,Moderate,48,53.0,Needs Attention
34.0,Female,Employed,24,6.1,6.1,Average,9.6,59.0,5,Low,No,Low,11,88.0,Healthy
64.0,Other,Student,22,2.0,7.3,Good,8.5,18.0,6,Low,No,Low,15,100.0,Healthy
59.0,Other,Self-Employed,41,3.2,7.1,Good,3.3,16.0,4,Low,No,Low,39,59.0,Healthy
37.0,Male,Unemployed,63,,9.3,Excellent,4.9,22.0,2,Moderate,No,Low,36,48.0,Healthy
65.0,Male,Student,28,8.0,5.9,Average,3.5,1.0,0,Low,No,Moderate,45,71.0,Needs Attention
22.0,Female,Student,29,7.9,8.5,Good,6.7,41.0,5,Low,No,Low,13,66.0,Healthy
21.0,Male,Employed,50,3.4,8.4,Good,0.8,56.0,6,Low,No,Moderate,40,71.0,Needs Attention
18.0,Male,Employed,36,2.2,9.4,Excellent,9.0,5.0,1,Low,No,Low,24,79.0,Healthy
23.0,Male,Student,20,5.7,6.1,Average,5.2,0.0,7,Low,No,Low,17,92.0,Healthy
43.0,Other,Student,21,8.2,5.2,Average,5.4,4.0,0,Low,No,Low,21,74.0,Healthy
50.0,Female,Unemployed,36,12.5,7.1,Good,2.1,35.0,4,Moderate,No,High,77,29.0,Critical
22.0,Female,Unemployed,47,2.2,5.7,Average,7.3,21.0,3,Low,No,Low,16,77.0,Healthy
58.0,Male,Unemployed,58,9.3,7.5,Good,2.0,31.0,3,High,Yes,Moderate,64,16.0,Critical
52.0,Other,Student,28,9.0,9.1,Excellent,9.0,53.0,3,Low,No,Low,0,95.0,Healthy
22.0,Male,Student,63,9.2,9.8,Excellent,7.8,60.0,7,Moderate,No,Moderate,52,72.0,Needs Attention
21.0,Male,Unemployed,64,13.1,6.9,Average,9.9,5.0,6,High,Yes,High,86,7.0,Critical
50.0,Other,Employed,25,12.3,6.3,Average,3.0,27.0,4,Low,No,Low,17,82.0,Healthy
22.0,Other,Unemployed,34,7.7,7.0,Good,3.5,14.0,0,Low,No,Low,20,75.0,Healthy
42.0,Other,Self-Employed,69,12.2,7.4,Good,5.1,,5,Moderate,No,High,65,37.0,Critical
52.0,Other,Employed,53,6.2,6.4,Average,4.9,30.0,6,Moderate,No,Moderate,56,66.0,Needs Attention
50.0,Other,Unemployed,51,7.6,4.6,Poor,0.8,6.0,7,High,Yes,High,100,0.0,Critical
27.0,Female,Employed,64,4.0,4.4,Poor,6.2,58.0,0,Moderate,No,Low,39,42.0,Healthy
32.0,Other,Unemployed,31,,4.9,Poor,7.1,38.0,7,Low,No,Low,13,82.0,Healthy
53.0,Female,Self-Employed,20,2.6,9.5,Excellent,4.4,1.0,2,Low,No,Low,0,99.0,Healthy
59.0,Male,Student,67,10.7,6.6,Average,7.6,3.0,4,High,Yes,High,80,23.0,Critical
65.0,Other,Student,57,8.9,6.0,Average,3.8,30.0,7,High,No,High,68,42.0,Critical
27.0,Other,Student,40,13.6,,Average,7.1,5.0,0,Moderate,No,Moderate,55,43.0,Needs Attention
53.0,Female,Student,49,7.4,4.2,Poor,3.1,51.0,0,Low,No,Low,39,80.0,Healthy
43.0,Male,Self-Employed,26,3.1,9.5,Excellent,0.2,31.0,5,Low,No,Low,6,96.0,Healthy
33.0,Other,Employed,32,13.9,5.8,Average,3.9,35.0,6,Moderate,No,Moderate,57,40.0,Needs Attention
25.0,Other,Self-Employed,26,12.2,10.0,Excellent,7.1,15.0,7,Low,No,Low,25,86.0,Healthy
59.0,Other,Unemployed,69,12.1,9.0,Excellent,4.0,6.0,3,High,Yes,High,73,33.0,Critical
35.0,Other,Employed,34,9.8,8.1,Good,2.5,5.0,7,Moderate,No,Moderate,48,32.0,Needs Attention
58.0,Other,Student,63,12.9,9.6,Excellent,1.1,19.0,0,Moderate,No,High,80,24.0,Critical
64.0,Other,Unemployed,25,9.0,4.6,Poor,2.3,41.0,2,Moderate,No,Moderate,40,66.0,Needs Attention
48.0,Female,Student,59,5.3,6.0,Average,,48.0,2,Moderate,No,Moderate,48,29.0,Needs Attention
21.0,Male,Student,34,4.5,7.9,Good,9.6,47.0,0,Low,No,Low,0,90.0,Healthy
27.0,Female,Unemployed,47,4.5,6.5,Average,3.8,,5,Low,No,Low,15,84.0,Healthy
34.0,Male,Employed,48,4.5,7.2,Good,6.1,29.0,7,Low,No,Low,36,58.0,Healthy
60.0,Male,Employed,65,3.8,4.4,Poor,2.2,42.0,7,High,Yes,High,84,18.0,Critical
42.0,Other,Student,45,14.0,9.0,Excellent,0.0,3.0,6,High,Yes,High,92,24.0,Critical
18.0,Female,Unemployed,43,4.7,7.2,Good,8.4,24.0,1,Low,No,Low,13,89.0,Healthy
47.0,Male,Student,70,7.6,6.5,Average,1.6,25.0,7,High,Yes,High,71,10.0,Critical
33.0,Male,Self-Employed,47,7.6,4.1,Poor,3.1,37.0,8,Moderate,No,Moderate,54,47.0,Needs Attention
35.0,Male,Unemployed,25,10.2,8.3,Good,9.3,26.0,8,Moderate,No,Moderate,53,67.0,Needs Attention
41.0,Other,Employed,36,7.3,6.5,Average,9.5,24.0,3,Low,No,Low,39,79.0,Healthy
57.0,Female,Student,29,5.4,9.1,Excellent,0.6,28.0,4,Low,No,Low,28,49.0,Healthy
62.0,Other,Self-Employed,46,13.6,8.7,Good,7.6,36.0,6,Moderate,No,Low,37,30.0,Healthy
37.0,Other,Employed,47,3.8,8.7,Good,1.5,53.0,7,Low,No,Low,21,62.0,Healthy
35.0,Other,Self-Employed,29,2.5,9.2,Excellent,1.0,50.0,4,Low,No,Low,5,100.0,Healthy
49.0,Female,Employed,41,10.6,6.0,Average,9.6,2.0,4,Moderate,No,Moderate,58,62.0,Needs Attention
47.0,Other,Self-Employed,28,13.3,7.3,Good,3.7,40.0,1,Low,No,Low,30,82.0,Healthy
43.0,Male,Employed,68,2.1,6.3,Average,8.4,1.0,1,Low,No,Low,23,69.0,Healthy
63.0,Female,Self-Employed,63,4.0,5.6,Average,5.9,,5,Moderate,No,Moderate,64,34.0,Needs Attention
63.0,Male,Unemployed,64,11.2,4.7,Poor,9.3,47.0,0,Moderate,No,Moderate,62,53.0,Needs Attention
48.0,Other,Employed,47,8.7,8.3,Good,0.7,57.0,0,Moderate,No,Moderate,44,45.0,Needs Attention
23.0,Male,Employed,68,5.9,4.0,Poor,6.6,5.0,6,High,Yes,Moderate,59,18.0,Critical
64.0,Other,Self-Employed,58,12.4,8.9,Good,1.7,31.0,6,Moderate,No,Moderate,62,46.0,Needs Attention
37.0,Other,Unemployed,40,4.0,10.0,Excellent,6.4,46.0,3,Low,No,Low,0,91.0,Healthy
37.0,Other,Student,61,3.9,5.5,Average,9.6,58.0,6,Moderate,No,Low,34,61.0,Healthy
22.0,Female,Student,45,10.6,4.3,Poor,4.0,54.0,2,Moderate,No,Moderate,48,67.0,Needs Attention
44.0,Other,Student,66,12.3,4.3,Poor,8.9,40.0,8,High,Yes,High,98,11.0,Critical
41.0,Male,Self-Employed,43,8.8,8.9,Good,9.5,11.0,7,Moderate,No,Moderate,57,70.0,Needs Attention
46.0,Female,Self-Employed,44,3.2,9.2,Excellent,6.6,12.0,7,Moderate,No,Low,34,57.0,Healthy
49.0,Male,Student,48,10.2,4.9,Poor,7.5,53.0,8,Moderate,No,Low,24,76.0,Healthy
21.0,Female,Employed,57,9.1,,Poor,7.9,29.0,0,Low,No,Moderate,40,,Needs Attention
41.0,Female,Self-Employed,61,8.5,5.5,Average,3.2,28.0,3,High,Yes,High,87,10.0,Critical
45.0,Female,Student,56,6.4,9.8,Excellent,1.2,55.0,0,Low,No,Low,15,58.0,Healthy
39.0,Male,Self-Employed,40,7.3,6.0,Average,6.8,35.0,0,Low,No,Low,4,76.0,Healthy
33.0,Other,Self-Employed,41,5.7,7.0,Good,6.1,53.0,1,Low,No,Low,11,83.0,Healthy
21.0,Female,Employed,54,7.6,9.2,Excellent,6.4,36.0,6,Moderate,No,Low,37,65.0,Healthy
57.0,Male,Self-Employed,51,5.4,4.6,Poor,9.1,60.0,1,Low,No,Low,15,91.0,Healthy
51.0,Other,Employed,22,3.4,8.5,Good,7.6,0.0,2,Low,No,Low,9,88.0,Healthy
49.0,Female,Student,28,6.4,5.1,Average,9.2,29.0,6,Low,No,Low,23,,Healthy
62.0,Female,Self-Employed,40,9.6,8.0,Good,3.8,22.0,2,Low,No,Moderate,41,68.0,Needs Attention
59.0,Male,Student,33,10.9,6.4,Average,2.8,11.0,1,Low,No,Low,36,71.0,Healthy
